Alpha Serpentis,40,2.80,5,29
Epsilon Serpentis,40,3.75,5,30
Mu Serpentis,40,3.53,5,27
Alpha Ophiuchi,41,2.13,5,89
Kappa Ophiuchi,41,3.36,5,91
Beta Ophiuchi,41,2.92,5,88
Gamma Ophiuchi,41,3.75,5,87
Lambda Ophiuchi,41,3.81,5,31
Delta Ophiuchi,41,2.83,5,32
Epsilon Ophiuchi,41,3.38,5,33
Nu Ophiuchi,41,3.48,5,81
Zeta Ophiuchi,41,2.56,5,34
Phi Ophiuchi,41,4.44,5,35
Eta Ophiuchi,41,2.44,5,84
44 Ophiuchi,41,4.22,5,66
Theta Ophiuchi,41,3.19,5,65
45 Ophiuchi,41,4.34,5,64
47 Ophiuchi,41,4.59,5,86
Chi Ophiuchi,41,4.28,5,36
Psi Ophiuchi,41,4.63,5,37
Omega Ophiuchi,41,4.47,5,38
Theta Bootis,9,4.13,6,85
Lambda Bootis,9,4.19,6,84
Beta Bootis,9,3.64,6,82
Gamma Bootis,9,3.09,6,83
Mu Bootis,9,4.38,6,81
Delta Bootis,9,3.63,6,80
Rho Bootis,9,3.72,6,78
Epsilon Bootis,9,2.52,6,79
Alpha Bootis,9,0.11,6,69
Eta Bootis,9,2.78,6,70
Upsilon Bootis,9,4.16,6,71
Zeta Bootis,9,3.80,6,68
31 Bootis,9,5.00,6,67
Beta Canes Venaticorum,39,4.34,6,75
Alpha Canes Venaticorum,39,2.84,6,76
Gamma Comae Berenices,38,4.50,6,74
Beta Comae Berenices,38,4.34,6,77
Alpha Comae Berenices,38,4.41,6,73
Eta Corvi,33,4.38,6,47
Delta Corvi,33,2.94,6,46
Gamma Corvi,33,2.55,6,45
Epsilon Corvi,33,3.17,6,44
Beta Corvi,33,2.80,6,42
Alpha Corvi,33,4.09,6,43
Gamma Crucis,28,1.63,6,31
Delta Crucis,28,2.70,6,33
Beta Crucis,28,1.15,6,30
Alpha Crucis A,28,0.67,6,29
Epsilon Crucis,28,3.72,6,32
Lambda Muscae,30,3.67,6,28
Beta Muscae,30,2.97,6,24
Alpha Muscae,30,2.61,6,25
Delta Muscae,30,3.77,6,23
Gamma Muscae,30,3.78,6,26
Beta Librae,35,2.56,6,64
Gamma Librae,35,4.06,5,26
Theta Librae,35,4.28,5,25
48 Librae,35,4.91,5,24
Alpha Librae,35,2.78,6,63
Sigma Librae,35,3.30,6,61
Upsilon Librae,35,3.73,5,18
Tau Librae,35,3.59,5,17
Alpha Arae,23,2.78,5,48
Theta Arae,23,3.63,5,56
Beta Arae,23,2.98,5,49
Gamma Arae,23,3.27,5,50
Delta Arae A,23,3.56,5,51
Eta Arae,23,3.88,5,6
Zeta Arae,23,3.23,5,7
Epsilon Arae,23,4.19,5,8
Lambda Arae,23,4.84,5,47
Delta Normae,24,4.78,5,12
Epsilon Normae,24,4.50,5,9
Eta Normae,24,4.78,5,11
Gamma Normae,24,4.16,5,10
Alpha Circini,27,3.23,6,3
Beta Circini,27,4.09,6,6
Gamma Circini,27,4.53,6,5
Beta Triangulum Australis,22,2.91,5,1
Epsilon Triangulum Australis,22,4.25,5,0
Gamma Triangulum Australis,22,2.88,6,2
Alpha Triangulum Australis,22,2.08,5,5
Beta Apodis,21,4.38,5,4
Delta Apodis,21,4.66,5,2
Gamma Apodis,21,4.00,5,3
Alpha Apodis,21,3.97,6,1
Nu Scorpii A,25,4.22,5,23
Beta Scorpii,25,4.91,5,22
Delta Scorpii,25,2.25,5,21
Pi Scorpii,25,2.81,5,20
Rho Scorpii,25,3.80,5,19
Sigma Scorpii,25,2.92,5,39
Alpha Scorpii,25,0.97,5,40
Tau Scorpii,25,2.73,5,41
Epsilon Scorpii,25,2.45,5,42
Mu1 Scorpii,25,2.92,5,43
Zeta2 Scorpii,25,3.75,5,44
Eta Scorpii,25,3.41,5,45
Theta Scorpii,25,1.92,5,46
Iota1 Scorpii,25,3.09,5,60
Kappa Scorpii,25,2.31,5,61
Lambda Scorpii,25,1.52,5,62
G Scorpii,25,3.34,5,63
Chi Lupi,26,3.95,5,16
Theta Lupi,26,4.16,5,13
Eta Lupi,26,3.33,5,14
Gamma Lupi,26,2.69,5,15
Epsilon Lupi,26,3.31,6,9
Mu Lupi,26,4.22,6,8
Zeta Lupi,26,3.56,6,7
Alpha Lupi,26,2.22,6,14
Beta Lupi,26,2.59,6,13
Delta Lupi,26,3.14,6,10
Phi Lupi,26,3.69,6,11
Sun,86,-10.00,0,86
Mercury,84,-5.00,0,81
Uranus,62,-5.00,2,69
Moon,61,-5.00,2,65
Neptune,57,-5.00,3,52
Mars,3,-5.00,4,35
Pluto,103,-5.00,4,43
Saturn,4,-5.00,5,73
Jupiter,31,-5.00,6,62
Venus,32,-5.00,6,52
