Zeta Arae,82,3.23,5,7
Epsilon Arae,82,4.19,5,8
Lambda Arae,82,4.84,5,47
Delta Normae,83,4.78,5,12
Epsilon Normae,83,4.5,5,9
Eta Normae,83,4.78,5,11
Gamma Normae,83,4.16,5,10
Alpha Circini,84,3.23,6,3
Beta Circini,84,4.09,6,6
Gamma Circini,84,4.53,6,5
Beta Triangulum Australis,85,2.91,5,1
Epsilon Triangulum Australis,85,4.25,5,0
Gamma Triangulum Australis,85,2.88,6,2
Alpha Triangulum Australis,85,2.08,5,5
Beta Apodis,86,4.38,5,4
Delta Apodis,86,4.66,5,2
Gamma Apodis,86,4,5,3
Alpha Apodis,86,3.97,6,1
Nu Scorpii A,87,4.22,5,23
Beta Scorpii,87,4.91,5,22
Delta Scorpii,87,2.25,5,21
Pi Scorpii,87,2.81,5,20
Rho Scorpii,87,3.8,5,19
Sigma Scorpii,87,2.92,5,39
Alpha Scorpii,87,0.97,5,40
Tau Scorpii,87,2.73,5,41
Epsilon Scorpii,87,2.45,5,42
Mu1 Scorpii,87,2.92,5,43
Zeta2 Scorpii,87,3.75,5,44
Eta Scorpii,87,3.41,5,45
Theta Scorpii,87,1.92,5,46
Iota1 Scorpii,87,3.09,5,60
Kappa Scorpii,87,2.31,5,61
Lambda Scorpii,87,1.52,5,62
G Scorpii,87,3.34,5,63
Chi Lupi,88,3.95,5,16
Theta Lupi,88,4.16,5,13
Eta Lupi,88,3.33,5,14
Gamma Lupi,88,2.69,5,15
Epsilon Lupi,88,3.31,6,9
Mu Lupi,88,4.22,6,8
Zeta Lupi,88,3.56,6,7
Alpha Lupi,88,2.22,6,14
Beta Lupi,88,2.59,6,13
Delta Lupi,88,3.14,6,10
Phi Lupi,88,3.69,6,11
